sample,Tree,Latitude,Longitude
A22T141.2_2,A22T141,51.445398,-0.2580496
A22T141.2_20,A22T141,51.445398,-0.2580496
A22T141.2_21,A22T141,51.445398,-0.2580496
A22T141.2_22,A22T141,51.445398,-0.2580496
A22T141.2_23,A22T141,51.445398,-0.2580496
A22T141.2_24,A22T141,51.445398,-0.2580496
A22T141.2_25,A22T141,51.445398,-0.2580496
A22T141.2_26,A22T141,51.445398,-0.2580496
A22T141.2_27,A22T141,51.445398,-0.2580496
A22T141.2_28,A22T141,51.445398,-0.2580496
A22T141.2_29,A22T141,51.445398,-0.2580496
