Sample,Nest,Latitude,Longitude
30a_56,30,51.38989996,-0.018943017
30a_57,30,51.38989996,-0.018943017
30a_58,30,51.38989996,-0.018943017
30a_59,30,51.38989996,-0.018943017
30a_6,30,51.38989996,-0.018943017
30a_60,30,51.38989996,-0.018943017
30a_61,30,51.38989996,-0.018943017
30a_62,30,51.38989996,-0.018943017
30a_63,30,51.38989996,-0.018943017
30a_7,30,51.38989996,-0.018943017
30a_8,30,51.38989996,-0.018943017
30a_9,30,51.38989996,-0.018943017
30b_1,30,51.38989996,-0.018943017
30b_10,30,51.38989996,-0.018943017
30b_11,30,51.38989996,-0.018943017
30b_12,30,51.38989996,-0.018943017
30b_13,30,51.38989996,-0.018943017
30b_14,30,51.38989996,-0.018943017
30b_15,30,51.38989996,-0.018943017
30b_16,30,51.38989996,-0.018943017
30b_17,30,51.38989996,-0.018943017
30b_18,30,51.38989996,-0.018943017
30b_19,30,51.38989996,-0.018943017
30b_2,30,51.38989996,-0.018943017
30b_20,30,51.38989996,-0.018943017
30b_21,30,51.38989996,-0.018943017
30b_22,30,51.38989996,-0.018943017
30b_23,30,51.38989996,-0.018943017
30b_24,30,51.38989996,-0.018943017
30b_25,30,51.38989996,-0.018943017
30b_26,30,51.38989996,-0.018943017
30b_27,30,51.38989996,-0.018943017
30b_28,30,51.38989996,-0.018943017
30b_29,30,51.38989996,-0.018943017
30b_3,30,51.38989996,-0.018943017
30b_30,30,51.38989996,-0.018943017
30b_31,30,51.38989996,-0.018943017
30b_32,30,51.38989996,-0.018943017
30b_33,30,51.38989996,-0.018943017
30b_34,30,51.38989996,-0.018943017
30b_35,30,51.38989996,-0.018943017
30b_36,30,51.38989996,-0.018943017
30b_37,30,51.38989996,-0.018943017
30b_38,30,51.38989996,-0.018943017
30b_39,30,51.38989996,-0.018943017
30b_4,30,51.38989996,-0.018943017
30b_40,30,51.38989996,-0.018943017
30b_41,30,51.38989996,-0.018943017
30b_42,30,51.38989996,-0.018943017
30b_43,30,51.38989996,-0.018943017
30b_44,30,51.38989996,-0.018943017
30b_45,30,51.38989996,-0.018943017
30b_46,30,51.38989996,-0.018943017
30b_47,30,51.38989996,-0.018943017
30b_48,30,51.38989996,-0.018943017
30b_49,30,51.38989996,-0.018943017
30b_5,30,51.38989996,-0.018943017
30b_50,30,51.38989996,-0.018943017
30b_51,30,51.38989996,-0.018943017
30b_52,30,51.38989996,-0.018943017
30b_6,30,51.38989996,-0.018943017
30b_7,30,51.38989996,-0.018943017
30b_8,30,51.38989996,-0.018943017
30b_9,30,51.38989996,-0.018943017
31_1,31,51.38989996,-0.018943017
31_10,31,51.38989996,-0.018943017
31_11,31,51.38989996,-0.018943017
31_12,31,51.38989996,-0.018943017
31_13,31,51.38989996,-0.018943017
31_14,31,51.38989996,-0.018943017
31_15,31,51.38989996,-0.018943017
31_16,31,51.38989996,-0.018943017
31_17,31,51.38989996,-0.018943017
31_18,31,51.38989996,-0.018943017
31_19,31,51.38989996,-0.018943017
31_2,31,51.38989996,-0.018943017
31_20,31,51.38989996,-0.018943017
31_21,31,51.38989996,-0.018943017
31_22,31,51.38989996,-0.018943017
31_23,31,51.38989996,-0.018943017
31_24,31,51.38989996,-0.018943017
31_25,31,51.38989996,-0.018943017
31_26,31,51.38989996,-0.018943017
31_27,31,51.38989996,-0.018943017
31_3,31,51.38989996,-0.018943017
31_4,31,51.38989996,-0.018943017
31_5,31,51.38989996,-0.018943017
31_6,31,51.38989996,-0.018943017
31_7,31,51.38989996,-0.018943017
31_8,31,51.38989996,-0.018943017
31_9,31,51.38989996,-0.018943017
32b_1,32,51.38989996,-0.018943017
32b_10,32,51.38989996,-0.018943017
32b_11,32,51.38989996,-0.018943017
32b_12,32,51.38989996,-0.018943017
32b_13,32,51.38989996,-0.018943017
32b_14,32,51.38989996,-0.018943017
32b_15,32,51.38989996,-0.018943017
32b_16,32,51.38989996,-0.018943017
32b_17,32,51.38989996,-0.018943017
32b_18,32,51.38989996,-0.018943017
32b_19,32,51.38989996,-0.018943017
32b_2,32,51.38989996,-0.018943017
32b_20,32,51.38989996,-0.018943017
32b_21,32,51.38989996,-0.018943017
32b_22,32,51.38989996,-0.018943017
32b_23,32,51.38989996,-0.018943017
32b_24,32,51.38989996,-0.018943017
32b_25,32,51.38989996,-0.018943017
32b_26,32,51.38989996,-0.018943017
32b_27,32,51.38989996,-0.018943017
32b_28,32,51.38989996,-0.018943017
32b_29,32,51.38989996,-0.018943017
32b_3,32,51.38989996,-0.018943017
32b_30,32,51.38989996,-0.018943017
32b_31,32,51.38989996,-0.018943017
32b_32,32,51.38989996,-0.018943017
32b_33,32,51.38989996,-0.018943017
32b_34,32,51.38989996,-0.018943017
32b_35,32,51.38989996,-0.018943017
32b_36,32,51.38989996,-0.018943017
32b_37,32,51.38989996,-0.018943017
32b_38,32,51.38989996,-0.018943017
32b_39,32,51.38989996,-0.018943017
32b_4,32,51.38989996,-0.018943017
32b_40,32,51.38989996,-0.018943017
32b_41,32,51.38989996,-0.018943017
32b_42,32,51.38989996,-0.018943017
32b_43,32,51.38989996,-0.018943017
32b_44,32,51.38989996,-0.018943017
32b_45,32,51.38989996,-0.018943017
32b_46,32,51.38989996,-0.018943017
32b_47,32,51.38989996,-0.018943017
32b_5,32,51.38989996,-0.018943017
32b_6,32,51.38989996,-0.018943017
32b_7,32,51.38989996,-0.018943017
32b_8,32,51.38989996,-0.018943017
32b_9,32,51.38989996,-0.018943017
34_1,34,51.38989996,-0.018943017
34_2,34,51.38989996,-0.018943017
34_3,34,51.38989996,-0.018943017
34_4,34,51.38989996,-0.018943017
34_5,34,51.38989996,-0.018943017
34_6,34,51.38989996,-0.018943017
34_7,34,51.38989996,-0.018943017
35_1,35,51.38989996,-0.018943017
35_10,35,51.38989996,-0.018943017
35_11,35,51.38989996,-0.018943017
35_12,35,51.38989996,-0.018943017
35_13,35,51.38989996,-0.018943017
35_2,35,51.38989996,-0.018943017
35_3,35,51.38989996,-0.018943017
35_4,35,51.38989996,-0.018943017
35_5,35,51.38989996,-0.018943017
35_6,35,51.38989996,-0.018943017
35_7,35,51.38989996,-0.018943017
35_8,35,51.38989996,-0.018943017
35_9,35,51.38989996,-0.018943017
37_1,37,51.38989996,-0.018943017
37_10,37,51.38989996,-0.018943017
37_11,37,51.38989996,-0.018943017
37_12,37,51.38989996,-0.018943017
37_13,37,51.38989996,-0.018943017
37_14,37,51.38989996,-0.018943017
37_15,37,51.38989996,-0.018943017
37_16,37,51.38989996,-0.018943017
37_17,37,51.38989996,-0.018943017
37_18,37,51.38989996,-0.018943017
37_19,37,51.38989996,-0.018943017
37_2,37,51.38989996,-0.018943017
37_20,37,51.38989996,-0.018943017
37_21,37,51.38989996,-0.018943017
37_3,37,51.38989996,-0.018943017
37_4,37,51.38989996,-0.018943017
37_5,37,51.38989996,-0.018943017
37_6,37,51.38989996,-0.018943017
37_7,37,51.38989996,-0.018943017
37_8,37,51.38989996,-0.018943017
37_9,37,51.38989996,-0.018943017
38_1,38,51.38989996,-0.018943017
38_10,38,51.38989996,-0.018943017
38_11,38,51.38989996,-0.018943017
38_12,38,51.38989996,-0.018943017
38_13,38,51.38989996,-0.018943017
38_14,38,51.38989996,-0.018943017
38_15,38,51.38989996,-0.018943017
38_16,38,51.38989996,-0.018943017
38_17,38,51.38989996,-0.018943017
38_18,38,51.38989996,-0.018943017
38_19,38,51.38989996,-0.018943017
38_2,38,51.38989996,-0.018943017
38_20,38,51.38989996,-0.018943017
38_21,38,51.38989996,-0.018943017
38_22,38,51.38989996,-0.018943017
38_23,38,51.38989996,-0.018943017
38_24,38,51.38989996,-0.018943017
38_25,38,51.38989996,-0.018943017
38_26,38,51.38989996,-0.018943017
38_27,38,51.38989996,-0.018943017
38_28,38,51.38989996,-0.018943017
38_29,38,51.38989996,-0.018943017
38_3,38,51.38989996,-0.018943017
38_30,38,51.38989996,-0.018943017
38_31,38,51.38989996,-0.018943017
38_32,38,51.38989996,-0.018943017
38_33,38,51.38989996,-0.018943017
38_34,38,51.38989996,-0.018943017
38_35,38,51.38989996,-0.018943017
38_36,38,51.38989996,-0.018943017
38_37,38,51.38989996,-0.018943017
38_38,38,51.38989996,-0.018943017
38_39,38,51.38989996,-0.018943017
38_4,38,51.38989996,-0.018943017
38_40,38,51.38989996,-0.018943017
38_41,38,51.38989996,-0.018943017
38_42,38,51.38989996,-0.018943017
38_43,38,51.38989996,-0.018943017
38_44,38,51.38989996,-0.018943017
38_45,38,51.38989996,-0.018943017
38_46,38,51.38989996,-0.018943017
38_47,38,51.38989996,-0.018943017
38_48,38,51.38989996,-0.018943017
38_49,38,51.38989996,-0.018943017
38_5,38,51.38989996,-0.018943017
38_50,38,51.38989996,-0.018943017
38_51,38,51.38989996,-0.018943017
38_52,38,51.38989996,-0.018943017
38_53,38,51.38989996,-0.018943017
38_54,38,51.38989996,-0.018943017
38_55,38,51.38989996,-0.018943017
38_56,38,51.38989996,-0.018943017
38_57,38,51.38989996,-0.018943017
38_58,38,51.38989996,-0.018943017
38_59,38,51.38989996,-0.018943017
38_6,38,51.38989996,-0.018943017
38_60,38,51.38989996,-0.018943017
38_61,38,51.38989996,-0.018943017
38_62,38,51.38989996,-0.018943017
38_63,38,51.38989996,-0.018943017
38_64,38,51.38989996,-0.018943017
38_65,38,51.38989996,-0.018943017
38_66,38,51.38989996,-0.018943017
38_67,38,51.38989996,-0.018943017
38_68,38,51.38989996,-0.018943017
38_69,38,51.38989996,-0.018943017
38_7,38,51.38989996,-0.018943017
38_70,38,51.38989996,-0.018943017
38_71,38,51.38989996,-0.018943017
38_72,38,51.38989996,-0.018943017
38_73,38,51.38989996,-0.018943017
38_74,38,51.38989996,-0.018943017
38_75,38,51.38989996,-0.018943017
38_76,38,51.38989996,-0.018943017
38_77,38,51.38989996,-0.018943017
38_78,38,51.38989996,-0.018943017
38_79,38,51.38989996,-0.018943017
38_8,38,51.38989996,-0.018943017
38_80,38,51.38989996,-0.018943017
38_81,38,51.38989996,-0.018943017
38_82,38,51.38989996,-0.018943017
38_83,38,51.38989996,-0.018943017
38_9,38,51.38989996,-0.018943017
42_1,42,51.389936,-0.019242
42_10,42,51.389936,-0.019242
42_11,42,51.389936,-0.019242
42_12,42,51.389936,-0.019242
42_13,42,51.389936,-0.019242
42_14,42,51.389936,-0.019242
42_15,42,51.389936,-0.019242
42_16,42,51.389936,-0.019242
42_17,42,51.389936,-0.019242
42_18,42,51.389936,-0.019242
42_19,42,51.389936,-0.019242
42_2,42,51.389936,-0.019242
42_20,42,51.389936,-0.019242
42_21,42,51.389936,-0.019242
42_22,42,51.389936,-0.019242
42_23,42,51.389936,-0.019242
42_24,42,51.389936,-0.019242
42_25,42,51.389936,-0.019242
42_26,42,51.389936,-0.019242
42_27,42,51.389936,-0.019242
42_28,42,51.389936,-0.019242
42_29,42,51.389936,-0.019242
42_3,42,51.389936,-0.019242
42_30,42,51.389936,-0.019242
42_31,42,51.389936,-0.019242
42_32,42,51.389936,-0.019242
42_33,42,51.389936,-0.019242
42_34,42,51.389936,-0.019242
42_35,42,51.389936,-0.019242
42_36,42,51.389936,-0.019242
42_37,42,51.389936,-0.019242
42_38,42,51.389936,-0.019242
42_39,42,51.389936,-0.019242
42_4,42,51.389936,-0.019242
42_40,42,51.389936,-0.019242
42_41,42,51.389936,-0.019242
42_42,42,51.389936,-0.019242
42_43,42,51.389936,-0.019242
42_44,42,51.389936,-0.019242
42_45,42,51.389936,-0.019242
42_5,42,51.389936,-0.019242
42_6,42,51.389936,-0.019242
42_7,42,51.389936,-0.019242
42_8,42,51.389936,-0.019242
42_9,42,51.389936,-0.019242
43a_1,43,51.389936,-0.019242
43a_10,43,51.389936,-0.019242
43a_11,43,51.389936,-0.019242
43a_12,43,51.389936,-0.019242
43a_13,43,51.389936,-0.019242
43a_14,43,51.389936,-0.019242
43a_15,43,51.389936,-0.019242
43a_16,43,51.389936,-0.019242
43a_17,43,51.389936,-0.019242
43a_18,43,51.389936,-0.019242
43a_19,43,51.389936,-0.019242
43a_2,43,51.389936,-0.019242
43a_20,43,51.389936,-0.019242
43a_21,43,51.389936,-0.019242
43a_22,43,51.389936,-0.019242
43a_23,43,51.389936,-0.019242
43a_24,43,51.389936,-0.019242
43a_25,43,51.389936,-0.019242
43a_26,43,51.389936,-0.019242
43a_27,43,51.389936,-0.019242
43a_28,43,51.389936,-0.019242
43a_29,43,51.389936,-0.019242
43a_3,43,51.389936,-0.019242
43a_30,43,51.389936,-0.019242
43a_31,43,51.389936,-0.019242
43a_32,43,51.389936,-0.019242
43a_33,43,51.389936,-0.019242
43a_34,43,51.389936,-0.019242
43a_35,43,51.389936,-0.019242
43a_36,43,51.389936,-0.019242
43a_37,43,51.389936,-0.019242
43a_38,43,51.389936,-0.019242
43a_39,43,51.389936,-0.019242
43a_4,43,51.389936,-0.019242
43a_40,43,51.389936,-0.019242
43a_41,43,51.389936,-0.019242
43a_42,43,51.389936,-0.019242
43a_43,43,51.389936,-0.019242
43a_44,43,51.389936,-0.019242
43a_45,43,51.389936,-0.019242
43a_5,43,51.389936,-0.019242
43a_6,43,51.389936,-0.019242
43a_7,43,51.389936,-0.019242
43a_8,43,51.389936,-0.019242
43a_9,43,51.389936,-0.019242
44_1,44,51.389936,-0.019242
44_10,44,51.389936,-0.019242
44_11,44,51.389936,-0.019242
44_12,44,51.389936,-0.019242
44_13,44,51.389936,-0.019242
44_14,44,51.389936,-0.019242
44_15,44,51.389936,-0.019242
44_16,44,51.389936,-0.019242
44_17,44,51.389936,-0.019242
44_18,44,51.389936,-0.019242
44_19,44,51.389936,-0.019242
44_2,44,51.389936,-0.019242
44_20,44,51.389936,-0.019242
44_21,44,51.389936,-0.019242
44_22,44,51.389936,-0.019242
44_23,44,51.389936,-0.019242
44_24,44,51.389936,-0.019242
44_25,44,51.389936,-0.019242
44_26,44,51.389936,-0.019242
44_27,44,51.389936,-0.019242
44_28,44,51.389936,-0.019242
44_29,44,51.389936,-0.019242
44_3,44,51.389936,-0.019242
44_30,44,51.389936,-0.019242
44_31,44,51.389936,-0.019242
44_32,44,51.389936,-0.019242
44_33,44,51.389936,-0.019242
44_4,44,51.389936,-0.019242
44_5,44,51.389936,-0.019242
44_6,44,51.389936,-0.019242
44_7,44,51.389936,-0.019242
44_8,44,51.389936,-0.019242
44_9,44,51.389936,-0.019242
45_1,45,51.389146,-0.030693
45_10,45,51.389146,-0.030693
45_11,45,51.389146,-0.030693
45_12,45,51.389146,-0.030693
45_13,45,51.389146,-0.030693
45_14,45,51.389146,-0.030693
45_15,45,51.389146,-0.030693
45_2,45,51.389146,-0.030693
45_3,45,51.389146,-0.030693
45_4,45,51.389146,-0.030693
45_5,45,51.389146,-0.030693
45_6,45,51.389146,-0.030693
45_7,45,51.389146,-0.030693
45_8,45,51.389146,-0.030693
45_9,45,51.389146,-0.030693
46_1,46,51.389146,-0.030693
46_10,46,51.389146,-0.030693
46_11,46,51.389146,-0.030693
46_12,46,51.389146,-0.030693
46_13,46,51.389146,-0.030693
46_14,46,51.389146,-0.030693
46_15,46,51.389146,-0.030693
46_16,46,51.389146,-0.030693
46_17,46,51.389146,-0.030693
46_18,46,51.389146,-0.030693
46_19,46,51.389146,-0.030693
46_2,46,51.389146,-0.030693
46_20,46,51.389146,-0.030693
46_21,46,51.389146,-0.030693
46_22,46,51.389146,-0.030693
46_23,46,51.389146,-0.030693
46_24,46,51.389146,-0.030693
46_25,46,51.389146,-0.030693
46_26,46,51.389146,-0.030693
46_27,46,51.389146,-0.030693
46_28,46,51.389146,-0.030693
46_29,46,51.389146,-0.030693
46_3,46,51.389146,-0.030693
46_30,46,51.389146,-0.030693
46_31,46,51.389146,-0.030693
46_32,46,51.389146,-0.030693
46_33,46,51.389146,-0.030693
46_34,46,51.389146,-0.030693
46_35,46,51.389146,-0.030693
46_36,46,51.389146,-0.030693
46_37,46,51.389146,-0.030693
46_38,46,51.389146,-0.030693
46_39,46,51.389146,-0.030693
46_4,46,51.389146,-0.030693
46_40,46,51.389146,-0.030693
46_41,46,51.389146,-0.030693
46_42,46,51.389146,-0.030693
46_43,46,51.389146,-0.030693
46_5,46,51.389146,-0.030693
46_6,46,51.389146,-0.030693
46_7,46,51.389146,-0.030693
46_8,46,51.389146,-0.030693
46_9,46,51.389146,-0.030693
47_1,47,51.389146,-0.030693
47_10,47,51.389146,-0.030693
47_11,47,51.389146,-0.030693
47_12,47,51.389146,-0.030693
47_13,47,51.389146,-0.030693
47_14,47,51.389146,-0.030693
47_15,47,51.389146,-0.030693
47_16,47,51.389146,-0.030693
47_17,47,51.389146,-0.030693
47_18,47,51.389146,-0.030693
47_19,47,51.389146,-0.030693
47_2,47,51.389146,-0.030693
47_20,47,51.389146,-0.030693
47_21,47,51.389146,-0.030693
47_22,47,51.389146,-0.030693
47_23,47,51.389146,-0.030693
47_24,47,51.389146,-0.030693
47_25,47,51.389146,-0.030693
47_26,47,51.389146,-0.030693
47_27,47,51.389146,-0.030693
47_28,47,51.389146,-0.030693
47_29,47,51.389146,-0.030693
47_3,47,51.389146,-0.030693
47_30,47,51.389146,-0.030693
47_31,47,51.389146,-0.030693
47_32,47,51.389146,-0.030693
47_33,47,51.389146,-0.030693
47_34,47,51.389146,-0.030693
47_35,47,51.389146,-0.030693
47_36,47,51.389146,-0.030693
47_37,47,51.389146,-0.030693
47_38,47,51.389146,-0.030693
47_39,47,51.389146,-0.030693
47_4,47,51.389146,-0.030693
47_40,47,51.389146,-0.030693
47_41,47,51.389146,-0.030693
47_42,47,51.389146,-0.030693
47_43,47,51.389146,-0.030693
47_44,47,51.389146,-0.030693
47_45,47,51.389146,-0.030693
47_46,47,51.389146,-0.030693
47_47,47,51.389146,-0.030693
47_48,47,51.389146,-0.030693
47_49,47,51.389146,-0.030693
47_5,47,51.389146,-0.030693
47_50,47,51.389146,-0.030693
47_51,47,51.389146,-0.030693
47_52,47,51.389146,-0.030693
47_53,47,51.389146,-0.030693
47_54,47,51.389146,-0.030693
47_55,47,51.389146,-0.030693
47_56,47,51.389146,-0.030693
