Sample,Nest,Latitude,Longitude
47_57,47,51.389146,-0.030693
47_58,47,51.389146,-0.030693
47_59,47,51.389146,-0.030693
47_6,47,51.389146,-0.030693
47_60,47,51.389146,-0.030693
47_61,47,51.389146,-0.030693
47_62,47,51.389146,-0.030693
47_63,47,51.389146,-0.030693
47_64,47,51.389146,-0.030693
47_65,47,51.389146,-0.030693
47_66,47,51.389146,-0.030693
47_67,47,51.389146,-0.030693
47_68,47,51.389146,-0.030693
47_69,47,51.389146,-0.030693
47_7,47,51.389146,-0.030693
47_70,47,51.389146,-0.030693
47_71,47,51.389146,-0.030693
47_72,47,51.389146,-0.030693
47_73,47,51.389146,-0.030693
47_74,47,51.389146,-0.030693
47_75,47,51.389146,-0.030693
47_76,47,51.389146,-0.030693
47_8,47,51.389146,-0.030693
47_9,47,51.389146,-0.030693
49_1,49,51.389146,-0.030693
49_10,49,51.389146,-0.030693
49_11,49,51.389146,-0.030693
49_12,49,51.389146,-0.030693
49_13,49,51.389146,-0.030693
49_14,49,51.389146,-0.030693
49_15,49,51.389146,-0.030693
49_16,49,51.389146,-0.030693
49_17,49,51.389146,-0.030693
49_18,49,51.389146,-0.030693
49_19,49,51.389146,-0.030693
49_2,49,51.389146,-0.030693
49_20,49,51.389146,-0.030693
49_21,49,51.389146,-0.030693
49_3,49,51.389146,-0.030693
49_4,49,51.389146,-0.030693
49_5,49,51.389146,-0.030693
49_6,49,51.389146,-0.030693
49_7,49,51.389146,-0.030693
49_8,49,51.389146,-0.030693
49_9,49,51.389146,-0.030693
52_1,52,51.389936,-0.019242
52_10,52,51.389936,-0.019242
52_11,52,51.389936,-0.019242
52_12,52,51.389936,-0.019242
52_13,52,51.389936,-0.019242
52_14,52,51.389936,-0.019242
52_15,52,51.389936,-0.019242
52_16,52,51.389936,-0.019242
52_17,52,51.389936,-0.019242
52_18,52,51.389936,-0.019242
52_19,52,51.389936,-0.019242
52_2,52,51.389936,-0.019242
52_20,52,51.389936,-0.019242
52_21,52,51.389936,-0.019242
52_22,52,51.389936,-0.019242
52_23,52,51.389936,-0.019242
52_24,52,51.389936,-0.019242
52_25,52,51.389936,-0.019242
52_26,52,51.389936,-0.019242
52_27,52,51.389936,-0.019242
52_28,52,51.389936,-0.019242
52_29,52,51.389936,-0.019242
52_3,52,51.389936,-0.019242
52_30,52,51.389936,-0.019242
52_31,52,51.389936,-0.019242
52_32,52,51.389936,-0.019242
52_33,52,51.389936,-0.019242
52_34,52,51.389936,-0.019242
52_35,52,51.389936,-0.019242
52_36,52,51.389936,-0.019242
52_37,52,51.389936,-0.019242
52_38,52,51.389936,-0.019242
52_39,52,51.389936,-0.019242
52_4,52,51.389936,-0.019242
52_40,52,51.389936,-0.019242
52_41,52,51.389936,-0.019242
52_42,52,51.389936,-0.019242
52_43,52,51.389936,-0.019242
52_44,52,51.389936,-0.019242
52_45,52,51.389936,-0.019242
52_46,52,51.389936,-0.019242
52_47,52,51.389936,-0.019242
52_48,52,51.389936,-0.019242
52_49,52,51.389936,-0.019242
52_5,52,51.389936,-0.019242
52_50,52,51.389936,-0.019242
52_51,52,51.389936,-0.019242
52_52,52,51.389936,-0.019242
52_53,52,51.389936,-0.019242
52_54,52,51.389936,-0.019242
52_55,52,51.389936,-0.019242
52_56,52,51.389936,-0.019242
52_57,52,51.389936,-0.019242
52_58,52,51.389936,-0.019242
52_59,52,51.389936,-0.019242
52_6,52,51.389936,-0.019242
52_60,52,51.389936,-0.019242
52_61,52,51.389936,-0.019242
52_62,52,51.389936,-0.019242
52_7,52,51.389936,-0.019242
52_8,52,51.389936,-0.019242
52_9,52,51.389936,-0.019242
53_1,53,51.389936,-0.019242
53_10,53,51.389936,-0.019242
53_11,53,51.389936,-0.019242
53_12,53,51.389936,-0.019242
53_13,53,51.389936,-0.019242
53_14,53,51.389936,-0.019242
53_15,53,51.389936,-0.019242
53_16,53,51.389936,-0.019242
53_17,53,51.389936,-0.019242
53_18,53,51.389936,-0.019242
53_19,53,51.389936,-0.019242
53_2,53,51.389936,-0.019242
53_20,53,51.389936,-0.019242
53_21,53,51.389936,-0.019242
53_22,53,51.389936,-0.019242
53_23,53,51.389936,-0.019242
53_24,53,51.389936,-0.019242
53_25,53,51.389936,-0.019242
53_26,53,51.389936,-0.019242
53_27,53,51.389936,-0.019242
53_28,53,51.389936,-0.019242
53_3,53,51.389936,-0.019242
53_4,53,51.389936,-0.019242
53_5,53,51.389936,-0.019242
53_6,53,51.389936,-0.019242
53_7,53,51.389936,-0.019242
53_8,53,51.389936,-0.019242
53_9,53,51.389936,-0.019242
60a_1,60,51.380144,-0.019497
60a_10,60,51.380144,-0.019497
60a_11,60,51.380144,-0.019497
60a_12,60,51.380144,-0.019497
60a_13,60,51.380144,-0.019497
60a_14,60,51.380144,-0.019497
60a_15,60,51.380144,-0.019497
60a_16,60,51.380144,-0.019497
60a_17,60,51.380144,-0.019497
60a_18,60,51.380144,-0.019497
60a_19,60,51.380144,-0.019497
60a_2,60,51.380144,-0.019497
60a_20,60,51.380144,-0.019497
60a_21,60,51.380144,-0.019497
60a_22,60,51.380144,-0.019497
60a_23,60,51.380144,-0.019497
60a_24,60,51.380144,-0.019497
60a_25,60,51.380144,-0.019497
60a_26,60,51.380144,-0.019497
60a_27,60,51.380144,-0.019497
60a_28,60,51.380144,-0.019497
60a_29,60,51.380144,-0.019497
60a_3,60,51.380144,-0.019497
60a_30,60,51.380144,-0.019497
60a_31,60,51.380144,-0.019497
60a_32,60,51.380144,-0.019497
60a_33,60,51.380144,-0.019497
60a_34,60,51.380144,-0.019497
60a_35,60,51.380144,-0.019497
60a_36,60,51.380144,-0.019497
60a_37,60,51.380144,-0.019497
60a_38,60,51.380144,-0.019497
60a_39,60,51.380144,-0.019497
60a_4,60,51.380144,-0.019497
60a_40,60,51.380144,-0.019497
60a_41,60,51.380144,-0.019497
60a_42,60,51.380144,-0.019497
60a_43,60,51.380144,-0.019497
60a_44,60,51.380144,-0.019497
60a_45,60,51.380144,-0.019497
60a_46,60,51.380144,-0.019497
60a_47,60,51.380144,-0.019497
60a_48,60,51.380144,-0.019497
60a_49,60,51.380144,-0.019497
60a_5,60,51.380144,-0.019497
60a_50,60,51.380144,-0.019497
60a_51,60,51.380144,-0.019497
60a_52,60,51.380144,-0.019497
60a_6,60,51.380144,-0.019497
60a_7,60,51.380144,-0.019497
60a_8,60,51.380144,-0.019497
60a_9,60,51.380144,-0.019497
61_1,61,51.380667,-0.020772
61_10,61,51.380667,-0.020772
61_11,61,51.380667,-0.020772
61_12,61,51.380667,-0.020772
61_13,61,51.380667,-0.020772
61_14,61,51.380667,-0.020772
61_15,61,51.380667,-0.020772
61_16,61,51.380667,-0.020772
61_17,61,51.380667,-0.020772
61_18,61,51.380667,-0.020772
61_19,61,51.380667,-0.020772
61_2,61,51.380667,-0.020772
61_20,61,51.380667,-0.020772
61_21,61,51.380667,-0.020772
61_22,61,51.380667,-0.020772
61_23,61,51.380667,-0.020772
61_24,61,51.380667,-0.020772
61_25,61,51.380667,-0.020772
61_26,61,51.380667,-0.020772
61_27,61,51.380667,-0.020772
61_28,61,51.380667,-0.020772
61_29,61,51.380667,-0.020772
61_3,61,51.380667,-0.020772
61_30,61,51.380667,-0.020772
61_31,61,51.380667,-0.020772
61_32,61,51.380667,-0.020772
61_33,61,51.380667,-0.020772
61_34,61,51.380667,-0.020772
61_35,61,51.380667,-0.020772
61_36,61,51.380667,-0.020772
61_37,61,51.380667,-0.020772
61_38,61,51.380667,-0.020772
61_39,61,51.380667,-0.020772
61_4,61,51.380667,-0.020772
61_40,61,51.380667,-0.020772
61_41,61,51.380667,-0.020772
61_42,61,51.380667,-0.020772
61_43,61,51.380667,-0.020772
61_44,61,51.380667,-0.020772
61_45,61,51.380667,-0.020772
61_46,61,51.380667,-0.020772
61_47,61,51.380667,-0.020772
61_48,61,51.380667,-0.020772
61_49,61,51.380667,-0.020772
61_5,61,51.380667,-0.020772
61_50,61,51.380667,-0.020772
61_51,61,51.380667,-0.020772
61_52,61,51.380667,-0.020772
61_53,61,51.380667,-0.020772
61_54,61,51.380667,-0.020772
61_55,61,51.380667,-0.020772
61_56,61,51.380667,-0.020772
61_57,61,51.380667,-0.020772
61_58,61,51.380667,-0.020772
61_59,61,51.380667,-0.020772
61_6,61,51.380667,-0.020772
61_60,61,51.380667,-0.020772
61_61,61,51.380667,-0.020772
61_62,61,51.380667,-0.020772
61_63,61,51.380667,-0.020772
61_64,61,51.380667,-0.020772
61_65,61,51.380667,-0.020772
61_66,61,51.380667,-0.020772
61_67,61,51.380667,-0.020772
61_68,61,51.380667,-0.020772
61_69,61,51.380667,-0.020772
61_7,61,51.380667,-0.020772
61_70,61,51.380667,-0.020772
61_71,61,51.380667,-0.020772
61_72,61,51.380667,-0.020772
61_73,61,51.380667,-0.020772
61_8,61,51.380667,-0.020772
61_9,61,51.380667,-0.020772
7_21,7,51.389398,-0.030711
7_22,7,51.389398,-0.030711
7_23,7,51.389398,-0.030711
